,club_id,result,name
0,10,0.4177215189873418,arminia-bielefeld
1,1003,0.5365497076023392,leicester-city
2,1005,0.42105263157894735,us-lecce
3,1010,0.3905579399141631,fc-watford
4,1025,0.4148148148148148,fc-bologna
5,1038,0.470125786163522,sampdoria-genua
6,1039,0.35714285714285715,queens-park-rangers
7,1041,0.630057803468208,olympique-lyon
8,10484,0.4543795620437956,kasimpasa
9,1049,0.5636604774535809,fc-valencia
10,105,0.3674698795180723,sv-darmstadt-98
11,1050,0.5900243309002433,fc-villarreal
12,1053,0.5408560311284046,aalborg-bk
13,1063,0.4375,viborg-ff
14,10690,0.5891472868217055,zorya-lugansk
15,1075,0.6350974930362117,sc-braga
16,1082,0.5501567398119123,losc-lille
17,1083,0.5037878787878788,fk-rostov
18,1084,0.391812865497076,fc-malaga
19,1085,0.39473684210526316,vitoria-setubal-fc
20,1090,0.6483679525222552,az-alkmaar
21,1091,0.6904761904761905,paok-thessaloniki
22,1095,0.28846153846153844,es-troyes-ac
23,1096,0.5828571428571429,royal-antwerpen-fc
24,11,0.6458852867830424,fc-arsenal
25,1108,0.43951612903225806,deportivo-alaves
26,1110,0.27011494252873564,huddersfield-town
27,11126,0.39285714285714285,mordovia-saransk
28,11127,0.4474708171206226,ural-ekaterinburg
29,1123,0.312,norwich-city
30,11282,0.5024154589371981,alanyaspor
31,1132,0.4142335766423358,fc-burnley
32,114,0.6617647058823529,besiktas-istanbul
33,1148,0.45098039215686275,fc-brentford
34,1158,0.4,fc-lorient
35,1159,0.34210526315789475,as-nancy-lorraine
36,1160,0.40384615384615385,nimes-olympique
37,1162,0.4026315789473684,sm-caen
38,11688,0.4166666666666667,giresunspor
39,1177,0.4050632911392405,silkeborg-if
40,1184,0.5767918088737202,krc-genk
41,1186,0.49038461538461536,torpedo-moskau
42,12,0.6428571428571429,as-rom
43,121,0.5323275862068966,dinamo-moskau
44,12321,0.4494949494949495,fc-girona
45,1237,0.42786069651741293,brighton-amp-hove-albion
46,124,0.726643598615917,glasgow-rangers
47,1241,0.4645390070921986,livingston-fc
48,1244,0.425414364640884,cd-leganes
49,1245,0.3891891891891892,kas-eupen
50,126,0.40208333333333335,caykur-rizespor
51,1268,0.4098360655737705,ado-den-haag
52,1269,0.4469964664310954,pec-zwolle
53,127,0.3488372093023256,sc-paderborn-07
54,128,0.5,ao-xanthi
55,1283,0.4036697247706422,fc-emmen
56,13,0.6945107398568019,atletico-madrid
57,130,0.34662576687116564,parma-calcio-1913
58,1301,0.4577702702702703,cs-maritimo
59,1304,0.4714285714285714,heracles-almelo
60,131,0.7730337078651686,fc-barcelona
61,132,0.3487394957983193,nac-breda
62,133,0.4152542372881356,sc-cambuur-leeuwarden
63,1390,0.4092526690391459,cagliari-calcio
64,141,0.6152647975077882,galatasaray-istanbul
65,1416,0.3894230769230769,amiens-sc
66,14171,0.34210526315789475,thonon-evian-grand-geneve-fc
67,1420,0.44715447154471544,sco-angers
68,1421,0.4666666666666667,stade-reims
69,1426,0.3904109589041096,vvv-venlo
70,1429,0.36,cesena-fc
71,1435,0.3697478991596639,go-ahead-eagles-deventer
72,1455,0.24444444444444444,fc-dordrecht
73,14589,0.44594594594594594,fk-orenburg
74,1465,0.42857142857142855,gd-estoril-praia
75,1467,0.4418604651162791,goztepe
76,148,0.6352040816326531,tottenham-hotspur
77,15,0.5977653631284916,bayer-04-leverkusen
78,150,0.5129449838187702,real-betis-sevilla
79,1506,0.30660377358490565,kardemir-karabukspor
80,1519,0.4570552147239264,dundee-united-fc
81,1531,0.4263565891472868,fc-elche
82,1533,0.4261168384879725,sd-eibar
83,157,0.6009933774834437,kaa-gent
84,16,0.6614583333333334,borussia-dortmund
85,162,0.6095100864553314,as-monaco
86,16239,0.5285714285714286,desna-chernigiv
87,16247,0.41847826086956524,pfk-stal-kamyanske
88,167,0.421875,fc-augsburg
89,16704,0.6043613707165109,fk-krasnodar
90,16795,0.41346153846153844,fc-granada
91,169,0.5090497737556561,panionios-athen
92,172,0.5617529880478087,rsc-charleroi
93,173,0.4810924369747899,odense-boldklub
94,18,0.56006006006006,borussia-monchengladbach
95,180,0.48328267477203646,fc-southampton
96,18105,0.44,pfk-lviv
97,18303,0.5074257425742574,fk-oleksandriya
98,19,0.2980769230769231,brescia-calcio
99,190,0.6959876543209876,fc-kopenhagen
100,192,0.4065040650406504,roda-jc-kerkrade
101,19657,0.4787234042553192,vendsyssel-ff
102,19771,0.4289772727272727,akhisarspor
103,19789,0.4119318181818182,yeni-malatyaspor
104,20,0.45930232558139533,bursaspor
105,200,0.5743944636678201,fc-utrecht
106,20100,0.4418604651162791,fc-vestsjaelland
107,202,0.49298245614035086,fc-groningen
108,204,0.2833333333333333,lierse-sk
109,206,0.6214788732394366,brondby-if
110,20698,0.3088235294117647,balikesirspor
111,2079,0.38596491228070173,veria-nps
112,21957,0.41216216216216217,ao-platanias
113,22110,0.3953488372093023,fc-helsingor
114,2282,0.6755485893416928,fc-brugge
115,2288,0.43823529411764706,swansea-city
116,2293,0.5017543859649123,konyaspor
117,232,0.5774647887323944,spartak-moskau
118,234,0.6636904761904762,feyenoord-rotterdam
119,235,0.3382352941176471,rkc-waalwijk
120,23611,0.39593908629441626,olimpik-donetsk
121,237,0.36904761904761907,rcd-mallorca
122,2375,0.35,altay-sk
123,2381,0.498015873015873,sivasspor
124,23826,0.6459854014598541,rasenballsport-leipzig
125,24,0.541033434650456,eintracht-frankfurt
126,2410,0.6201923076923077,zska-moskau
127,2414,0.4633333333333333,ac-horsens
128,2420,0.5162866449511401,vitoria-guimaraes-sc
129,2423,0.4803921568627451,cd-santa-clara
130,2424,0.4340277777777778,gil-vicente-fc
131,2425,0.5034965034965035,rio-ave-fc
132,2439,0.44366197183098594,kuban-krasnodar
133,244,0.5893939393939394,olympique-marseille
134,2441,0.6556291390728477,aek-athen
135,2448,0.3865979381443299,sporting-gijon
136,2451,0.5171232876712328,inverness-caledonian-thistle-fc
137,2457,0.431438127090301,belenenses-sad
138,2477,0.36419753086419754,karpaty-lviv
139,2503,0.42678571428571427,boavista-porto-fc
140,252,0.4272151898734177,genua-cfc
141,2553,0.44716981132075473,kilmarnock-fc
142,2578,0.47854785478547857,st-johnstone-fc
143,26459,0.543859649122807,nk-veres-rivne
144,265,0.5970394736842105,panathinaikos-athen
145,2671,0.4919678714859438,pas-giannina
146,2672,0.412568306010929,apo-levadiakos
147,2687,0.4595959595959596,fc-cadiz
148,2696,0.44242424242424244,krylya-sovetov-samara
149,2698,0.49427480916030536,rubin-kazan
150,27,0.8148614609571788,fc-bayern-munchen
151,2700,0.337037037037037,anzhi-makhachkala
152,2715,0.296875,rfc-seraing
153,2722,0.366412213740458,spal
154,2727,0.4479166666666667,oud-heverlee-leuven
155,273,0.5258899676375405,fc-stade-rennes
156,2740,0.532608695652174,vorskla-poltava
157,2759,0.3941176470588235,ross-county-fc
158,276,0.41841004184100417,hellas-verona
159,2760,0.4251497005988024,partick-thistle-fc
160,2778,0.5021551724137931,fc-nordsjaelland
161,2783,0.4074074074074074,metalurg-donetsk
162,28095,0.42996108949416345,fk-ufa
163,281,0.7560386473429952,manchester-city
164,2832,0.5144230769230769,gaziantep-fk
165,2861,0.4534412955465587,kv-oostende
166,28643,0.3568075117370892,waasland-beveren
167,289,0.3888888888888889,afc-sunderland
168,28956,0.36666666666666664,ael-kalloni
169,29,0.5089285714285714,fc-everton
170,2921,0.3055555555555556,delfino-pescara-1936
171,29228,0.3779342723004695,royal-excel-mouscron
172,294,0.748,benfica-lissabon
173,2944,0.47844827586206895,ankaraspor
174,2969,0.35833333333333334,dijon-fco
175,2990,0.3227848101265823,academica-coimbra
176,2995,0.4576923076923077,fc-pacos-de-ferreira
177,2999,0.36666666666666664,hamilton-academical-fc
178,3,0.44357976653696496,1-fc-koln
179,3008,0.400990099009901,hull-city
180,3057,0.5310344827586206,standard-luttich
181,306,0.4875886524822695,sc-heerenveen
182,3060,0.5176056338028169,atromitos-athen
183,31,0.7039312039312039,fc-liverpool
184,317,0.4817813765182186,fc-twente-enschede
185,3205,0.42083333333333334,kayserispor
186,3216,0.36764705882352944,mersin-idmanyurdu
187,33,0.49331103678929766,fc-schalke-04
188,3302,0.4098360655737705,ud-almeria
189,331,0.4325153374233129,ca-osasuna
190,3325,0.4495798319327731,gd-chaves
191,3327,0.3137254901960784,fc-penafiel
192,3329,0.48130841121495327,fc-famalicao
193,3336,0.30869565217391304,desportivo-aves
194,3349,0.38306451612903225,cd-feirense
195,336,0.7237569060773481,sporting-lissabon
196,3368,0.4137323943661972,ud-levante
197,338,0.7197452229299363,dynamo-kiew
198,339,0.6141732283464567,dnipro-dnipropetrovsk
199,3426,0.43103448275862066,esbjerg-fb
200,347,0.37259615384615385,fc-metz
201,350,0.4052631578947368,sheffield-united
202,3508,0.4609375,sv-zulte-waregem
203,3522,0.44505494505494503,spezia-calcio
204,3524,0.375,clermont-foot-63
205,354,0.49537037037037035,kv-mechelen
206,3558,0.3815789473684211,gfc-ajaccio
207,36,0.6557632398753894,fenerbahce-istanbul
208,3609,0.2625,rotor-volgograd
209,366,0.43617021276595747,real-valladolid
210,367,0.4226190476190476,rayo-vallecano
211,368,0.6457399103139013,fc-sevilla
212,369,0.4475806451612903,lyngby-bk
213,3690,0.336734693877551,ska-khabarovsk
214,3691,0.2261904761904762,tom-tomsk
215,370,0.6026392961876833,aberdeen-fc
216,3709,0.45674740484429066,fc-getafe
217,371,0.7584541062801933,celtic-glasgow
218,3714,0.43137254901960786,enisey-krasnoyarsk
219,3719,0.5133333333333333,fk-khimki
220,3725,0.49800796812749004,akhmat-grozny
221,3729,0.41333333333333333,arsenal-tula
222,379,0.509009009009009,west-ham-united
223,38,0.436046511627907,fortuna-dusseldorf
224,380,0.32954545454545453,us-salernitana-1919
225,383,0.7408450704225352,psv-eindhoven
226,3840,0.5833333333333334,adana-demirspor
227,385,0.40145985401459855,fortuna-sittard
228,39,0.44982698961937717,1-fsv-mainz-05
229,3911,0.43617021276595747,stade-brest-29
230,3948,0.765625,royale-union-saint-gilloise
231,39722,0.38513513513513514,buyuksehir-belediye-erzurumspor
232,398,0.6115485564304461,lazio-rom
233,399,0.5056818181818182,leeds-united
234,3999,0.4119318181818182,pas-lamia-1964
235,4,0.3333333333333333,1-fc-nurnberg
236,40,0.4935064935064935,fc-girondins-bordeaux
237,403,0.4283154121863799,willem-ii-tilburg
238,40426,0.4666666666666667,fk-tosno
239,405,0.3916256157635468,aston-villa
240,4083,0.3178294573643411,fc-crotone
241,41,0.42628205128205127,hamburger-sv
242,410,0.42038216560509556,udinese-calcio
243,4102,0.41346153846153844,carpi-fc-1909
244,41201,0.35443037974683544,pfk-tambov
245,41231,0.5376344086021505,fk-sochi
246,41274,0.34615384615384615,beerschot-v-a-
247,4128,0.4312977099236641,amkar-perm
248,415,0.3738532110091743,fc-toulouse
249,416,0.5044642857142857,fc-turin
250,417,0.5405844155844156,ogc-nizza
251,4171,0.28651685393258425,benevento-calcio
252,418,0.7557603686635944,real-madrid
253,42,0.36038961038961037,hannover-96
254,4294,0.32558139534883723,sc-farense
255,43,0.5300429184549357,heart-of-midlothian-fc
256,430,0.5442857142857143,ac-florenz
257,44,0.45932203389830506,hertha-bsc
258,441,0.30851063829787234,apollon-smyrnis
259,443,0.3901098901098901,vejle-boldklub
260,4482,0.4117647058823529,volyn-lutsk
261,449,0.6026490066225165,trabzonspor
262,458,0.3821138211382114,palermo-fc
263,46,0.6528150134048257,inter-mailand
264,4603,0.40285714285714286,ae-larisa
265,465,0.38235294117647056,st-mirren-fc
266,467,0.45614035087719296,nec-nijmegen
267,468,0.40236686390532544,sparta-rotterdam
268,47,0.45555555555555555,iraklis-thessaloniki
269,472,0.381294964028777,ud-las-palmas
270,475,0.441588785046729,vv-st-truiden
271,4795,0.3875,fc-ingolstadt-04
272,48332,0.46875,kolos-kovalivka
273,48726,0.40384615384615385,rukh-lviv
274,49364,0.425,ingulets-petrove
275,49702,0.48717948717948717,fk-nizhny-novgorod
276,498,0.4056603773584906,ksc-lokeren
277,499,0.5716666666666667,vitesse-arnheim
278,5,0.6284153005464481,ac-mailand
279,506,0.7620192307692307,juventus-turin
280,511,0.36899563318777295,dundee-fc
281,512,0.48044692737430167,stoke-city
282,520,0.3580645161290323,cercle-brugge
283,5219,0.39823008849557523,aok-kerkyra
284,5220,0.3333333333333333,gs-ergotelis
285,524,0.36764705882352944,gaziantepspor
286,533,0.5310457516339869,tsg-1899-hoffenheim
287,5358,0.375,sd-huesca
288,543,0.547486033519553,wolverhampton-wanderers
289,553,0.3870967741935484,ionikos-nikeas
290,55686,0.34,metalist-1925-kharkiv
291,5572,0.18085106382978725,niki-volou
292,5724,0.5237154150197628,randers-fc
293,58,0.6199324324324325,rsc-anderlecht
294,5817,0.5097276264591439,sonderjyske
295,5818,0.38125,hobro-ik
296,583,0.773841961852861,fc-paris-saint-germain
297,589,0.48541666666666666,antalyaspor
298,595,0.4298245614035088,sc-bastia
299,6,0.27941176470588236,adanaspor
300,60,0.4881889763779528,sc-freiburg
301,601,0.46530612244897956,kv-kortrijk
302,603,0.3333333333333333,cardiff-city
303,605,0.5774647887323944,aris-thessaloniki
304,60551,0.5602409638554217,sk-dnipro-1
305,607,0.3375,venezia-fc
306,60949,0.45698924731182794,volos-nps
307,610,0.7630890052356021,ajax-amsterdam
308,618,0.515527950310559,as-saint-etienne
309,61825,0.3482142857142857,fk-minaj
310,6195,0.68375,ssc-neapel
311,621,0.5458015267175572,athletic-bilbao
312,631,0.685785536159601,fc-chelsea
313,641,0.4152542372881356,fc-middlesbrough
314,6414,0.4076923076923077,metalist-kharkiv
315,6418,0.4109848484848485,panetolikos-gfs
316,642,0.29375,de-graafschap-doetinchem
317,65,0.2926829268292683,spvgg-greuther-furth
318,653,0.4085714285714286,ofi-kreta
319,6574,0.5,us-sassuolo
320,660,0.7492163009404389,shakhtar-donetsk
321,6646,0.5357142857142857,fatih-karagumruk
322,667,0.47714285714285715,rc-strassburg-alsace
323,6676,0.5034246575342466,asteras-tripolis
324,678,0.5115740740740741,aarhus-gf
325,681,0.5351123595505618,real-sociedad-san-sebastian
326,683,0.7364341085271318,olympiakos-piraus
327,6890,0.614516129032258,istanbul-basaksehir-fk
328,6894,0.3235294117647059,kayseri-erciyesspor
329,6912,0.3939393939393939,fc-vizela
330,6992,0.35060975609756095,chornomorets-odessa
331,6993,0.39570552147239263,fk-mariupol
332,6994,0.22321428571428573,metalurg-zaporizhya-bis-2016-
333,6996,0.29464285714285715,goverla-uzhgorod
334,714,0.4738562091503268,espanyol-barcelona
335,7179,0.3678861788617886,cd-tondela
336,7185,0.36666666666666664,panthrakikos-komotini
337,720,0.7560321715817694,fc-porto
338,7378,0.41530054644808745,portimonense-sc
339,749,0.4125,fc-empoli
340,762,0.4218181818181818,newcastle-united
341,7775,0.55,hatayspor
342,79,0.4236111111111111,vfb-stuttgart
343,798,0.4021164021164021,sbv-excelsior-rotterdam
344,80,0.4891304347826087,vfl-bochum
345,800,0.6,atalanta-bergamo
346,8024,0.40460526315789475,fc-arouca
347,82,0.5498489425981873,vfl-wolfsburg
348,820,0.41904761904761906,genclerbirligi-ankara
349,825,0.38235294117647056,eskisehirspor
350,826,0.4519230769230769,rc-lens
351,833,0.32432432432432434,denizlispor
352,855,0.42462311557788945,ea-guingamp
353,86,0.4699248120300752,sv-werder-bremen
354,862,0.3935643564356436,chievo-verona
355,865,0.6760797342192691,fc-midtjylland
356,868,0.37962962962962965,mke-ankaragucu
357,873,0.4340836012861736,crystal-palace
358,8838,0.36065573770491804,zirka-kropyvnytskyi
359,89,0.5217391304347826,1-fc-union-berlin
360,897,0.38011695906432746,deportivo-la-coruna
361,8970,0.2897727272727273,frosinone-calcio
362,9007,0.2833333333333333,arsenal-kiew
363,903,0.5853658536585366,hibernian-fc
364,931,0.34375,fc-fulham
365,932,0.5912052117263844,lokomotiv-moskau
366,940,0.49122807017543857,celta-vigo
367,964,0.6904761904761905,zenit-st-petersburg
368,968,0.36666666666666664,kvc-westerlo
369,969,0.5,montpellier-hsc
370,976,0.39215686274509803,cf-uniao-madeira
371,979,0.4458041958041958,moreirense-fc
372,982,0.3422459893048128,cd-nacional
373,984,0.3878048780487805,west-bromwich-albion
374,985,0.65375,manchester-united
375,987,0.43288590604026844,motherwell-fc
376,989,0.4369158878504673,afc-bournemouth
377,993,0.30701754385964913,fc-cordoba
378,995,0.47007042253521125,fc-nantes
